"extracted_date","price_co","open_co","high_co","low_co","vol_co","change_percent_co","price_ng","open_ng","high_ng","low_ng","vol_ng","change_percent_ng","price_ho","open_ho","high_ho","low_ho","vol_ho","change_percent_ho"
2020-10-05 00:00:00.000,"39.220","37.000","39.720","37.000","378.58K","5.86%","2.615","2.455","2.727","2.446","195.41K","7.26%","1.133","1.085","1","1.084","70.68K","4.45%"
2020-06-05 00:00:00.000,"39.550","37.330","39.680","37.050","396.86K","5.72%","1.782","1.821","1.864","1.777","207.23K",-2.20%,"1.151","1.072","1","1.071","49.61K","7.12%"
2020-11-04 00:00:00.000,"39.150","38.150","39.250","37.260","437.00K","3.96%","3.046","3.056","3.091","3.002","145.54K",-0.42%,"1.174","1.135","1","1.111","68.02K","4.12%"
2020-09-30 00:00:00.000,"40.220","39.160","40.370","38.680","340.29K","2.37%","2.527","2.502","2.579","2.425","145.93K",-1.33%,"1.145","1.107","1","1.100","3.64K","3.28%"
2020-06-08 00:00:00.000,"38.190","39.410","40.440","37.960","416.64K",-3.44%,"1.789","1.81","1.816","1.75","206.09K","0.39%","1.121","1.152","1","1.116","46.05K",-2.55%
2020-07-10 00:00:00.000,"40.550","39.580","40.770","38.540","393.15K","2.35%","1.805","1.776","1.835","1.737","166.22K","1.46%","1.241","1.224","1","1.199","44.54K","1.41%"
2020-09-23 00:00:00.000,"39.930","39.760","40.750","39.260","318.75K","0.83%","2.125","1.845","2.207","1.815","100.58K","15.87%","1.108","1.099","1","1.087","28.38K","1.04%"
2020-10-07 00:00:00.000,"39.950","39.830","40.350","39.280","433.07K",-1.77%,"2.606","2.511","2.686","2.466","211.07K","3.41%","1.161","1.171","1","1.144","76.21K",-2.34%
2020-09-25 00:00:00.000,"40.250","40.150","40.640","39.710","229.03K",-0.15%,"2.139","2.178","2.26","2.101","40.39K",-4.85%,"1.126","1.112","1","1.110","21.56K","0.85%"
2020-10-19 00:00:00.000,"40.830","40.690","41.220","40.540","75.34K",-0.12%,"2.795","2.641","2.89","2.638","150.45K","0.79%","1.158","1.177","1","1.151","43.64K",-1.78%
2020-11-13 00:00:00.000,"40.130","40.940","40.940","40.060","338.19K",-2.41%,"2.995","2.949","3.087","2.949","127.13K","0.64%","1.204","1.227","1","1.201","61.18K",-2.36%
2020-07-30 00:00:00.000,"39.920","41.320","41.390","38.720","487.33K",-3.27%,"1.829","1.921","1.928","1.818","165.71K",-1.35%,"1.212","1.258","1","1.165","9.50K",-3.30%
2020-08-10 00:00:00.000,"41.940","41.500","42.330","41.170","367.80K","1.75%","2.153","2.257","2.275","2.118","207.91K",-3.80%,"1.237","1.227","1","1.222","46.44K","1.39%"
2020-09-03 00:00:00.000,"41.370","41.630","41.790","40.220","417.63K",-0.34%,"2.487","2.489","2.567","2.455","146.08K","0.04%","1.168","1.188","1","1.138","85.47K",-1.75%
2020-08-25 00:00:00.000,"43.350","42.360","43.570","42.310","330.80K","1.71%","2.489","2.514","2.552","2.451","43.87K",-0.96%,"1.260","1.248","1","1.247","22.72K","1.00%"
2020-08-19 00:00:00.000,"42.930","42.600","43.030","42.360","81.30K","0.09%","2.426","2.417","2.455","2.375","112.84K","0.37%","1.251","1.255","1","1.237","39.16K",-0.75%
2020-11-24 00:00:00.000,"44.910","42.840","45.200","42.820","418.53K","4.30%","2.775","2.709","2.78","2.693","41.70K","2.36%","1.360","1.306","1","1.306","28.93K","3.74%"
2018-12-28 00:00:00.000,"45.330","45.440","46.220","44.420","564.39K","1.61%","3.303","3.507","3.527","3.278","132.47K",-9.31%,"1.665","1.698","2","1.651","14.55K",-0.81%
2019-11-04 00:00:00.000,"56.540","56.410","57.430","55.830","580.35K","0.60%","2.821","2.796","2.842","2.781","255.67K","3.94%","1.941","1.941","2","1.927","74.25K","0.38%"
2019-05-31 00:00:00.000,"53.500","56.460","56.610","53.050","1.03M",-5.46%,"2.454","2.558","2.573","2.444","198.41K",-3.65%,"1.842","1.900","2","1.836","5.91K",-3.82%
2019-07-18 00:00:00.000,"55.300","56.600","57.320","54.720","215.36K",-2.61%,"2.287","2.309","2.355","2.266","173.29K",-0.74%,"1.863","1.892","2","1.853","56.96K",-1.59%
2019-06-21 00:00:00.000,"57.430","57.260","57.980","56.660","676.05K","1.38%","2.186","2.213","2.222","2.181","92.24K","0.05%","1.916","1.894","2","1.876","36.02K","1.67%"
2019-11-11 00:00:00.000,"56.860","57.400","57.400","56.250","498.98K",-0.66%,"2.637","2.716","2.716","2.618","250.31K",-5.45%,"1.914","1.921","2","1.894","59.31K",-0.20%
2019-11-29 00:00:00.000,"55.170","58.130","58.300","55.020","718.72K",-5.01%,"2.281","2.497","2.513","2.27","244.12K",-7.39%,"1.879","1.948","2","1.873","2.85K",-3.68%
2019-09-19 00:00:00.000,"58.130","58.200","59.540","58.010","112.33K","0.03%","2.538","2.639","2.639","2.53","199.31K",-3.75%,"2.005","1.977","2","1.970","38.14K","1.60%"
2021-04-06 00:00:00.000,"59.330","58.800","60.900","58.620","457.35K","1.16%","2.456","2.511","2.568","2.453","142.68K",-2.19%,"1.794","1.774","2","1.772","43.19K","1.22%"
2020-04-23 00:00:00.000,"16.500","14.200","18.260","13.350","833.58K","19.74%","1.815","1.91","1.953","1.806","93.52K",-6.40%,"0.735","0.737","1","0.723","23.98K","0.47%"
2020-04-24 00:00:00.000,"16.940","16.780","17.970","15.640","600.22K","2.67%","1.746","1.818","1.839","1.702","77.81K",-3.80%,"0.647","0.722","1","0.635","33.50K",-11.95%
2020-04-17 00:00:00.000,"18.270","20.000","20.220","17.310","240.63K",-8.05%,"1.753","1.689","1.806","1.661","196.98K","3.97%","0.956","0.962","1","0.941","42.34K","1.06%"
2020-03-31 00:00:00.000,"20.480","20.230","21.890","20.010","660.08K","1.94%","1.64","1.702","1.731","1.636","142.55K",-2.96%,"1.012","1.028","1","1.000","3.44K",-0.72%
2020-04-07 00:00:00.000,"23.630","26.340","27.240","23.540","797.71K",-9.39%,"1.852","1.759","1.912","1.747","261.93K","6.99%","1.028","1.062","1","1.023","53.60K",-1.74%
2020-03-18 00:00:00.000,"20.370","26.940","27.220","20.060","309.48K",-24.42%,"1.604","1.721","1.728","1.555","216.85K",-7.23%,"0.954","1.040","1","0.934","71.33K",-7.87%
2020-05-19 00:00:00.000,"32.500","32.830","33.440","31.340","36.07K","2.14%","1.83","1.769","1.857","1.763","241.44K","2.64%","0.974","1.026","1","0.966","33.41K",-3.26%
2020-05-21 00:00:00.000,"33.920","33.530","34.660","33.260","372.81K","1.28%","1.71","1.778","1.785","1.692","99.42K",-3.44%,"0.989","0.991","1","0.981","23.55K",-0.16%
2020-03-16 00:00:00.000,"28.700","33.750","33.750","28.100","698.83K",-9.55%,"1.815","1.854","1.854","1.778","167.17K",-2.89%,"1.047","1.165","1","1.025","67.50K",-7.98%
2020-06-01 00:00:00.000,"35.440","35.210","35.900","34.270","385.71K",-0.14%,"1.774","1.83","1.848","1.742","205.24K",-4.06%,"1.029","1.032","1","1.008","47.35K","6.67%"
2020-09-11 00:00:00.000,"37.330","37.010","37.820","36.670","363.79K","0.08%","2.269","2.314","2.335","2.246","123.02K",-2.32%,"1.090","1.077","1","1.072","53.00K","0.67%"
2020-06-10 00:00:00.000,"39.600","38.500","39.910","37.730","385.87K","1.69%","1.78","1.763","1.808","1.674","203.93K","0.74%","1.173","1.144","1","1.132","55.93K","1.58%"
2020-10-27 00:00:00.000,"39.570","38.590","39.830","38.510","339.54K","2.62%","3.019","3.016","3.091","2.986","57.59K",-0.17%,"1.158","1.125","1","1.124","26.32K","3.20%"
2020-07-02 00:00:00.000,"40.650","39.780","40.740","39.460","347.10K","2.08%","1.734","1.693","1.738","1.672","142.22K","3.77%","1.231","1.201","1","1.195","40.48K","2.63%"
2020-07-17 00:00:00.000,"40.590","40.720","40.900","40.020","88.22K",-0.39%,"1.718","1.726","1.75","1.69","110.72K",-0.29%,"1.219","1.229","1","1.214","33.46K",-0.72%
2020-10-21 00:00:00.000,"40.030","41.220","41.590","39.780","366.90K",-3.45%,"3.023","2.897","3.053","2.89","154.37K","3.78%","1.140","1.166","1","1.127","36.76K",-2.86%
2020-09-04 00:00:00.000,"39.770","41.250","41.870","39.350","444.18K",-3.87%,"2.588","2.483","2.605","2.431","165.24K","4.06%","1.152","1.164","1","1.140","71.75K",-1.39%
2020-08-12 00:00:00.000,"42.670","41.620","42.900","41.530","397.83K","2.55%","2.152","2.149","2.165","2.085","175.92K",-0.88%,"1.257","1.242","1","1.239","45.92K","1.52%"
2020-08-24 00:00:00.000,"42.620","42.480","42.890","42.230","294.73K","0.66%","2.513","2.46","2.554","2.39","101.30K","2.66%","1.248","1.213","1","1.210","24.71K","3.28%"
2020-08-28 00:00:00.000,"42.970","42.980","43.420","42.690","272.80K",-0.16%,"2.657","2.71","2.743","2.621","152.90K","3.02%","1.216","1.211","1","1.200","17.10K","0.45%"
2020-11-25 00:00:00.000,"45.710","44.820","46.260","44.730","417.18K","1.78%","2.896","2.765","2.914","2.7","5.63K","4.36%","1.387","1.361","1","1.356","27.71K","1.99%"
2020-12-04 00:00:00.000,"46.260","45.640","46.680","45.610","335.45K","1.36%","2.575","2.511","2.623","2.462","142.53K","2.71%","1.403","1.392","1","1.388","44.36K","0.70%"
2020-03-06 00:00:00.000,"41.280","46.090","46.380","41.050","1.28M",-10.07%,"1.708","1.767","1.767","1.705","213.51K",-3.61%,"1.385","1.492","1","1.378","93.53K",-6.94%
2020-02-28 00:00:00.000,"44.760","46.490","47.030","43.850","1.10M",-4.95%,"1.684","1.748","1.75","1.642","218.42K",-3.88%,"1.491","1.481","1","1.444","5.76K","0.09%"
2020-02-11 00:00:00.000,"49.940","49.610","50.690","49.580","725.73K","0.75%","1.788","1.768","1.8","1.753","278.43K","1.25%","1.627","1.611","2","1.610","78.00K","0.88%"
2021-01-06 00:00:00.000,"50.630","49.820","50.940","49.480","509.37K","1.40%","2.716","2.688","2.77","2.606","144.69K","0.52%","1.529","1.518","2","1.503","66.94K","0.65%"
2018-12-13 00:00:00.000,"52.580","51.200","53.270","50.350","733.63K","2.80%","4.124","4.096","4.307","4.05","193.40K",-0.29%,"1.877","1.853","2","1.829","59.38K","1.38%"
2019-10-04 00:00:00.000,"52.810","52.290","53.350","52.040","541.10K","0.69%","2.352","2.336","2.398","2.263","204.66K","0.99%","1.895","1.876","2","1.876","72.54K","0.99%"
2021-01-28 00:00:00.000,"52.340","52.650","53.580","52.040","411.41K",-0.96%,"2.664","2.675","2.701","2.591","159.82K",-3.48%,"1.602","1.607","2","1.593","12.02K",-0.45%
2019-10-07 00:00:00.000,"52.750","52.690","54.060","52.590","549.02K",-0.11%,"2.303","2.333","2.342","2.287","207.41K",-2.08%,"1.903","1.891","2","1.886","68.93K","0.46%"
2019-08-09 00:00:00.000,"54.500","52.880","54.920","52.370","726.39K","3.73%","2.119","2.124","2.145","2.064","171.91K",-0.42%,"1.808","1.785","2","1.772","57.83K","1.77%"
2020-01-31 00:00:00.000,"51.560","52.920","53.360","50.970","827.91K",-1.11%,"1.841","1.832","1.856","1.812","135.68K","0.66%","1.625","1.655","2","1.618","4.77K",-0.92%
2019-10-16 00:00:00.000,"53.360","52.920","53.740","52.510","451.64K","1.04%","2.303","2.342","2.384","2.277","191.28K",-1.54%,"1.943","1.917","2","1.909","62.14K","1.71%"
2021-01-20 00:00:00.000,"53.240","53.130","53.790","53.050","37.84K","0.49%","2.539","2.544","2.567","2.454","133.44K",-0.27%,"1.600","1.601","2","1.587","22.22K","0.11%"
2018-12-04 00:00:00.000,"53.250","53.130","54.550","52.430","738.13K","0.57%","4.457","4.392","4.574","4.358","159.87K","2.72%","1.901","1.893","2","1.882","61.02K","0.71%"
2021-02-02 00:00:00.000,"54.760","53.480","55.260","53.450","463.72K","2.26%","2.845","2.829","3.005","2.811","236.39K",-0.18%,"1.675","1.647","2","1.644","71.35K","1.68%"
2019-10-02 00:00:00.000,"52.640","54.000","54.420","52.170","590.31K",-1.83%,"2.247","2.287","2.304","2.245","165.88K",-1.58%,"1.873","1.907","2","1.859","54.01K",-1.34%
2019-08-16 00:00:00.000,"54.870","54.740","55.670","54.260","168.35K","0.73%","2.2","2.22","2.224","2.17","111.99K",-1.43%,"1.813","1.812","2","1.803","38.67K","0.12%"
2018-11-14 00:00:00.000,"56.250","55.270","57.370","55.130","844.70K","1.01%","4.837","4.072","4.929","4.05","459.20K","17.95%","2.096","2.064","2","2.050","73.99K","1.62%"
2018-12-24 00:00:00.000,"42.530","45.450","46.240","42.360","415.86K",-6.71%,"3.467","3.758","3.846","3.449","44.12K",-9.15%,"1.662","1.734","2","1.660","13.66K",-4.07%
2019-01-03 00:00:00.000,"47.090","46.260","47.490","45.350","788.72K","1.18%","2.945","2.963","3.011","2.878","115.80K",-0.44%,"1.742","1.701","2","1.680","56.55K","2.43%"
2020-03-04 00:00:00.000,"46.780","46.940","48.410","46.650","745.86K",-0.85%,"1.827","1.805","1.845","1.785","138.21K","1.50%","1.533","1.533","2","1.523","67.53K","0.01%"
2020-03-03 00:00:00.000,"47.180","47.720","48.660","46.470","1.01M","0.92%","1.8","1.763","1.839","1.756","207.50K","2.51%","1.533","1.552","2","1.514","83.19K","0.28%"
2018-12-18 00:00:00.000,"46.240","49.160","49.590","45.790","120.10K",-7.30%,"3.838","3.596","3.85","3.566","149.56K","8.79%","1.754","1.805","2","1.746","58.68K",-3.99%
2020-02-05 00:00:00.000,"50.750","49.510","51.880","49.470","887.95K","2.30%","1.861","1.876","1.884","1.825","195.46K",-0.59%,"1.645","1.589","2","1.588","76.73K","3.88%"
2020-02-12 00:00:00.000,"51.170","49.960","51.730","49.950","795.26K","2.46%","1.844","1.79","1.855","1.789","303.31K","3.13%","1.676","1.628","2","1.628","69.89K","3.01%"
2018-11-26 00:00:00.000,"51.630","50.620","52.250","50.100","663.11K","2.40%","4.248","4.068","4.282","3.99","67.98K",-1.39%,"1.893","1.878","2","1.873","30.65K","0.90%"
2020-02-07 00:00:00.000,"50.320","51.110","51.480","50.090","768.35K",-1.24%,"1.858","1.863","1.898","1.842","272.13K",-0.21%,"1.643","1.671","2","1.640","82.09K",-1.33%
2019-01-14 00:00:00.000,"50.510","51.730","52.110","50.380","791.53K",-2.09%,"3.591","3.325","3.618","3.281","224.30K","15.88%","1.853","1.883","2","1.849","82.09K",-1.45%
2019-06-18 00:00:00.000,"53.900","51.950","54.310","51.500","181.64K","3.79%","2.328","2.373","2.404","2.318","121.40K",-2.43%,"1.828","1.801","2","1.780","39.34K","1.57%"
2019-01-10 00:00:00.000,"52.590","52.180","52.780","51.370","821.78K","0.44%","2.969","2.99","3.089","2.961","154.18K",-0.50%,"1.906","1.882","2","1.861","71.42K","1.35%"
2020-02-18 00:00:00.000,"52.050","52.230","52.410","50.880","221.77K",-0.29%,"1.981","1.88","1.983","1.874","322.72K","2.64%","1.672","1.703","2","1.658","61.14K",-0.99%
2019-10-09 00:00:00.000,"52.590","52.570","53.740","52.310","632.67K",-0.08%,"2.234","2.288","2.306","2.229","197.12K",-2.36%,"1.919","1.903","2","1.901","73.32K","0.48%"
2020-02-24 00:00:00.000,"51.430","52.600","52.640","50.450","765.52K",-3.65%,"1.827","1.884","1.884","1.824","75.20K",-4.09%,"1.613","1.673","2","1.583","27.03K",-4.35%
2021-01-14 00:00:00.000,"53.570","52.840","53.750","52.240","390.09K","1.25%","2.666","2.742","2.791","2.66","163.04K",-2.24%,"1.619","1.598","2","1.583","47.08K","1.28%"
2019-06-05 00:00:00.000,"51.680","52.860","53.410","50.600","943.19K",-3.37%,"2.378","2.419","2.426","2.355","109.98K",-1.57%,"1.780","1.808","2","1.740","65.67K",-2.28%
2021-01-21 00:00:00.000,"53.130","52.930","53.410","52.750","352.40K",-0.21%,"2.491","2.532","2.551","2.458","100.32K",-1.89%,"1.601","1.588","2","1.584","23.78K","0.01%"
2020-01-30 00:00:00.000,"52.140","53.090","53.200","51.660","720.12K",-2.23%,"1.829","1.879","1.886","1.815","219.70K",-2.56%,"1.640","1.694","2","1.630","16.03K",-3.75%
2019-01-28 00:00:00.000,"51.990","53.560","53.640","51.330","650.67K",-3.17%,"2.911","2.926","2.983","2.888","45.80K",-8.40%,"1.838","1.887","2","1.832","32.93K",-2.86%
2019-02-14 00:00:00.000,"54.410","53.960","54.680","53.080","623.55K","0.95%","2.573","2.591","2.613","2.566","101.56K",-0.08%,"1.972","1.939","2","1.933","62.50K","1.69%"
2018-11-23 00:00:00.000,"50.420","54.660","54.820","50.150","1.01M",-6.66%,"4.308","4.471","4.563","4.117","121.02K","0.94%","1.876","1.974","2","1.872","18.79K",-4.33%
2019-08-13 00:00:00.000,"57.100","54.730","57.470","54.210","783.49K","3.95%","2.147","2.106","2.175","2.086","199.87K","2.00%","1.877","1.805","2","1.791","57.00K","3.96%"
2019-02-05 00:00:00.000,"53.660","54.860","55.210","53.470","609.76K",-1.65%,"2.662","2.666","2.708","2.639","82.25K","0.08%","1.898","1.912","2","1.890","49.94K",-0.52%
2019-09-03 00:00:00.000,"53.940","55.000","55.240","52.840","970.80K",-1.32%,"2.358","2.288","2.365","2.269","221.62K","1.99%","1.803","1.830","2","1.777","81.42K",-0.45%
2019-08-23 00:00:00.000,"54.170","55.350","55.600","53.240","807.15K",-2.13%,"2.152","2.15","2.167","2.12","81.62K",-0.32%,"1.816","1.838","2","1.798","26.41K",-1.40%
2019-10-25 00:00:00.000,"56.660","56.070","56.740","55.600","445.02K","0.76%","2.3","2.331","2.336","2.273","63.90K",-0.69%,"1.980","1.984","2","1.951","25.17K",-0.34%
2019-03-11 00:00:00.000,"56.790","56.070","57.010","55.960","597.16K","1.28%","2.772","2.835","2.841","2.766","136.89K",-3.25%,"1.994","1.996","2","1.984","84.90K",-0.28%
2019-09-26 00:00:00.000,"56.410","56.690","56.840","55.410","599.65K",-0.14%,"2.428","2.514","2.54","2.39","10.41K",-2.96%,"1.955","1.954","2","1.925","18.10K","0.06%"
2020-03-27 00:00:00.000,"21.510","23.290","23.440","20.880","603.12K",-4.82%,"1.634","1.64","1.65","1.597","6.32K",-0.18%,"1.069","1.078","1","1.046","10.68K","1.73%"
2020-03-24 00:00:00.000,"24.010","23.870","25.160","23.090","659.70K","2.78%","1.653","1.59","1.687","1.583","92.34K","3.18%","1.080","1.042","1","1.037","19.84K","6.32%"
2020-03-26 00:00:00.000,"22.600","24.250","24.650","22.380","633.88K",-7.72%,"1.637","1.657","1.68","1.612","48.03K",-1.33%,"1.050","1.087","1","1.044","12.82K",-4.33%
2020-04-08 00:00:00.000,"25.090","24.300","26.450","23.740","823.55K","6.18%","1.783","1.905","1.918","1.771","227.40K",-3.73%,"1.011","1.033","1","1.003","58.73K",-1.64%
2020-05-06 00:00:00.000,"23.990","25.520","26.080","22.580","381.17K",-2.32%,"1.944","2.087","2.111","1.929","265.47K",-8.90%,"0.824","0.909","1","0.802","67.27K",-8.04%
2020-05-15 00:00:00.000,"29.430","27.640","29.920","27.240","108.02K","6.79%","1.646","1.675","1.732","1.634","169.71K",-2.08%,"0.920","0.903","1","0.897","38.57K","2.86%"
2020-05-28 00:00:00.000,"33.710","32.100","34.210","31.140","440.17K","2.74%","1.827","1.878","1.896","1.811","160.77K","6.10%","0.926","0.947","1","0.918","17.60K",-4.78%
2020-09-09 00:00:00.000,"38.050","36.790","38.450","36.160","455.36K","3.51%","2.406","2.367","2.48","2.328","201.39K","0.25%","1.106","1.086","1","1.066","66.63K","2.72%"
2020-11-09 00:00:00.000,"40.290","37.340","41.330","37.160","622.92K","8.48%","2.859","2.872","2.929","2.821","125.98K",-1.00%,"1.217","1.150","1","1.143","110.10K","6.49%"
2020-06-25 00:00:00.000,"38.720","38.050","39.230","37.080","451.64K","1.87%","1.482","1.595","1.598","1.44","62.68K",-7.20%,"1.156","1.152","1","1.118","20.89K","0.42%"
2020-10-28 00:00:00.000,"37.390","38.970","39.010","36.970","489.95K",-5.51%,"2.996","3.02","3.051","2.967","4.96K",-0.76%,"1.114","1.145","1","1.101","19.52K",-3.76%
2020-07-01 00:00:00.000,"39.820","39.840","40.580","39.050","407.17K","1.40%","1.671","1.754","1.758","1.655","173.54K",-4.57%,"1.200","1.197","1","1.180","51.30K","1.82%"
2020-10-01 00:00:00.000,"38.720","39.900","40.470","37.610","443.44K",-3.73%,"2.527","2.55","2.592","2.441","155.89K","0.00%","1.125","1.151","1","1.092","70.58K",-1.78%
2020-11-16 00:00:00.000,"41.340","40.170","42.090","40.150","378.79K","3.02%","2.697","2.871","2.887","2.675","189.36K",-9.95%,"1.229","1.205","1","1.204","44.03K","2.05%"
2020-09-17 00:00:00.000,"40.970","40.190","41.220","39.420","280.67K","2.02%","2.042","2.254","2.275","1.987","238.36K",-9.93%,"1.160","1.116","1","1.097","56.97K","3.90%"
2020-10-14 00:00:00.000,"41.040","40.190","41.160","39.820","328.30K","2.09%","2.636","2.761","2.771","2.61","184.59K",-7.67%,"1.193","1.168","1","1.154","51.16K","2.01%"
2020-09-29 00:00:00.000,"39.290","40.580","40.700","38.410","379.60K",-3.23%,"2.561","2.769","2.789","2.49","196.45K","21.89%","1.109","1.143","1","1.100","15.48K",-2.68%
2020-10-16 00:00:00.000,"40.880","40.880","41.050","40.080","96.49K",-0.20%,"2.773","2.778","2.852","2.67","146.43K",-0.07%,"1.179","1.185","1","1.163","49.88K",-0.81%
2019-02-26 00:00:00.000,"55.500","55.460","56.080","55.020","538.92K","0.04%","2.855","2.843","2.908","2.816","14.32K","0.67%","1.999","1.977","2","1.969","20.84K","1.21%"
2019-07-26 00:00:00.000,"56.200","55.930","56.570","55.680","476.79K","0.32%","2.169","2.24","2.242","2.165","45.84K",-3.34%,"1.904","1.907","2","1.900","19.61K",-0.52%
2019-08-20 00:00:00.000,"56.340","56.100","56.600","55.280","47.45K","0.23%","2.218","2.202","2.231","2.187","107.84K","0.36%","1.854","1.834","2","1.823","40.06K","1.16%"
2020-01-23 00:00:00.000,"55.590","56.110","56.270","54.770","704.00K",-2.03%,"1.926","1.915","1.98","1.913","179.79K","1.10%","1.792","1.788","2","1.751","36.14K",-0.48%
2019-07-23 00:00:00.000,"56.770","56.170","57.470","55.740","521.88K","0.98%","2.3","2.319","2.328","2.289","106.90K",-0.52%,"1.922","1.900","2","1.886","20.30K","1.17%"
2019-07-22 00:00:00.000,"56.220","56.220","56.840","55.720","24.30K","1.06%","2.312","2.242","2.322","2.233","168.62K","2.71%","1.900","1.900","2","1.893","22.98K","0.52%"
2019-07-03 00:00:00.000,"57.340","56.490","57.480","56.040","600.13K","1.94%","2.29","2.24","2.296","2.237","91.19K","2.23%","1.899","1.896","2","1.875","53.88K","0.66%"
2019-08-14 00:00:00.000,"55.230","56.740","56.850","53.970","718.29K",-3.27%,"2.143","2.159","2.203","2.122","127.37K",-0.19%,"1.844","1.872","2","1.809","59.71K",-1.79%
2019-09-09 00:00:00.000,"57.850","56.800","58.160","56.580","646.99K","2.35%","2.585","2.527","2.608","2.496","276.72K","3.57%","1.928","1.899","2","1.898","51.76K","1.44%"
2019-11-21 00:00:00.000,"58.580","57.000","58.670","56.600","593.53K","2.57%","2.567","2.566","2.595","2.526","131.31K","0.31%","1.945","1.892","2","1.883","29.36K","2.78%"
2019-07-30 00:00:00.000,"58.050","57.070","58.470","56.960","547.40K","2.07%","2.137","2.116","2.142","2.107","91.72K",-0.19%,"1.944","1.917","2","1.915","16.81K","1.75%"
2020-01-16 00:00:00.000,"58.520","58.100","58.870","57.560","182.87K","1.23%","2.077","2.134","2.17","2.071","206.42K",-2.03%,"1.860","1.883","2","1.857","91.94K",-0.95%
2021-02-11 00:00:00.000,"58.240","58.400","58.710","57.840","380.45K",-0.75%,"2.868","2.975","3.045","2.839","261.92K",-1.48%,"1.745","1.757","2","1.736","60.50K",-0.93%
