"extracted_date","price_co","open_co","high_co","low_co","vol_co","change_percent_co","price_ng","open_ng","high_ng","low_ng","vol_ng","change_percent_ng","price_ho","open_ho","high_ho","low_ho","vol_ho","change_percent_ho"
2019-03-19 00:00:00.000,"59.030","59.010","59.570","58.620","114.82K",-0.10%,"2.874","2.845","2.897","2.835","109.75K","0.84%","1.990","1.967","2","1.964","37.86K","1.09%"
2019-09-23 00:00:00.000,"58.640","59.250","59.390","57.370","526.79K","0.95%","2.527","2.522","2.547","2.493","114.58K",-0.28%,"1.997","2.021","2","1.970","27.88K","0.54%"
2019-07-01 00:00:00.000,"59.090","59.270","60.280","58.340","674.89K","1.06%","2.267","2.33","2.331","2.217","149.17K",-1.78%,"1.954","1.946","2","1.933","51.70K","0.47%"
2019-06-27 00:00:00.000,"59.430","59.270","59.730","58.610","531.41K","0.08%","2.324","2.271","2.339","2.265","108.70K","1.44%","1.953","1.966","2","1.946","17.34K",-0.95%
2019-12-16 00:00:00.000,"60.210","59.870","60.340","59.710","347.40K","0.23%","2.341","2.296","2.377","2.285","163.03K","1.96%","2.005","1.981","2","1.981","58.40K","0.91%"
2018-03-14 00:00:00.000,"60.960","60.870","61.330","60.110","665.02K","0.41%","2.731","2.787","2.798","2.71","146.22K",-1.97%,"1.887","1.877","2","1.866","52.03K","0.70%"
2019-12-26 00:00:00.000,"61.680","61.200","61.830","61.060","265.09K","0.80%","2.294","2.184","2.297","2.184","53.81K","2.59%","2.052","2.041","2","2.036","17.31K","0.81%"
2021-03-23 00:00:00.000,"57.760","61.280","61.350","57.250","712.32K",-6.16%,"2.508","2.578","2.581","2.502","89.37K",-2.87%,"1.749","1.824","2","1.730","25.95K",-4.40%
2019-09-16 00:00:00.000,"62.900","61.480","63.380","58.770","1.40M","14.68%","2.681","2.688","2.7","2.641","197.19K","2.56%","2.084","1.986","2","1.986","100.92K","10.97%"
2018-03-20 00:00:00.000,"63.400","62.100","63.810","62.080","36.06K","2.16%","2.675","2.66","2.695","2.65","126.46K","0.91%","1.950","1.914","2","1.910","28.39K","2.23%"
2018-02-23 00:00:00.000,"63.550","62.600","63.730","62.330","460.60K","1.24%","2.625","2.619","2.633","2.555","67.00K",-0.34%,"1.969","1.946","2","1.936","27.99K","0.86%"
2019-04-03 00:00:00.000,"62.460","62.640","62.990","62.050","799.67K",-0.19%,"2.677","2.692","2.697","2.658","96.80K",-0.26%,"2.007","2.010","2","1.989","54.80K",-0.10%
2019-05-22 00:00:00.000,"61.420","62.950","63.000","61.030","766.73K",-2.49%,"2.543","2.619","2.624","2.538","162.72K",-2.68%,"2.049","2.075","2","2.028","37.29K",-1.46%
2021-04-28 00:00:00.000,"63.860","63.040","64.530","62.670","387.68K","1.46%","2.925","2.873","2.936","2.868","3.25K","1.81%","1.939","1.911","2","1.901","14.00K","1.73%"
2019-05-02 00:00:00.000,"61.810","63.610","63.680","60.950","914.66K",-2.81%,"2.589","2.613","2.618","2.564","120.84K",-1.18%,"2.078","2.092","2","2.048","111.19K",-0.78%
2018-01-22 00:00:00.000,"63.490","63.610","64.140","63.170","40.06K","0.19%","3.224","3.252","3.269","3.143","201.68K","1.22%","2.057","2.063","2","2.041","38.23K",-0.07%
2020-04-21 00:00:00.000,"10.010",-14.000,"13.860",-16.740,"18.44K",-126.60%,"1.821","1.943","1.974","1.779","283.42K",-5.35%,"0.727","0.899","1","0.709","37.77K",-18.12%
2020-05-01 00:00:00.000,"19.780","19.040","20.480","18.070","403.20K","4.99%","1.89","1.936","2.016","1.872","181.68K",-3.03%,"0.796","0.839","1","0.788","62.12K","8.77%"
2020-03-30 00:00:00.000,"20.090","20.930","20.930","19.270","758.71K",-6.60%,"1.69","1.63","1.708","1.613","102.31K","3.43%","1.019","1.051","1","0.988","12.36K",-4.60%
2020-05-05 00:00:00.000,"24.560","21.240","25.490","21.130","387.24K","20.45%","2.134","1.991","2.162","1.981","307.83K","7.07%","0.896","0.820","1","0.820","63.71K","11.57%"
2020-04-14 00:00:00.000,"20.110","22.360","23.080","19.950","785.48K",-10.26%,"1.65","1.725","1.737","1.633","198.54K",-4.29%,"0.944","1.004","1","0.936","53.90K",-5.07%
2020-04-09 00:00:00.000,"22.760","26.280","28.360","22.570","1.12M",-9.29%,"1.733","1.791","1.825","1.721","202.18K",-2.80%,"0.973","1.030","1","0.969","62.41K",-3.77%
2020-03-09 00:00:00.000,"31.130","32.870","34.880","27.340","1.77M",-24.59%,"1.778","1.678","1.83","1.61","291.35K","4.10%","1.163","1.228","1","1.080","117.15K",-16.05%
2020-05-27 00:00:00.000,"32.810","34.140","34.320","31.750","415.25K",-4.48%,"1.722","1.774","1.815","1.711","2.99K",-3.96%,"0.972","0.991","1","0.949","15.74K",-1.89%
2020-03-11 00:00:00.000,"32.980","34.620","36.350","32.560","874.65K",-4.02%,"1.878","1.938","1.998","1.86","318.55K",-3.00%,"1.238","1.259","1","1.221","88.43K",-0.95%
2020-06-17 00:00:00.000,"37.960","37.930","38.750","37.210","239.52K",-1.09%,"1.638","1.613","1.648","1.602","150.27K","1.49%","1.182","1.178","1","1.160","43.88K",-0.02%
2020-10-13 00:00:00.000,"40.200","39.530","40.530","39.350","375.47K","1.95%","2.855","2.834","2.884","2.751","178.43K",-0.90%,"1.169","1.159","1","1.156","58.24K","1.03%"
2020-09-22 00:00:00.000,"39.600","39.630","40.020","39.000","23.22K","0.74%","1.834","1.888","1.897","1.808","102.27K",-0.05%,"1.096","1.116","1","1.088","18.77K",-1.01%
2020-06-30 00:00:00.000,"39.270","39.640","40.080","38.850","370.06K",-1.08%,"1.751","1.697","1.784","1.688","186.91K","2.46%","1.178","1.169","1","1.157","2.76K","1.09%"
2020-06-24 00:00:00.000,"38.010","39.990","40.540","37.310","499.49K",-5.85%,"1.597","1.627","1.656","1.585","43.23K",-2.44%,"1.151","1.203","1","1.138","19.04K",-4.34%
2020-07-08 00:00:00.000,"40.900","40.480","41.080","40.300","286.74K","0.69%","1.824","1.879","1.886","1.808","187.55K",-2.77%,"1.234","1.240","1","1.229","45.83K",-0.72%
2020-07-21 00:00:00.000,"41.960","40.650","42.400","40.640","25.62K","2.82%","1.675","1.644","1.681","1.622","131.34K","2.07%","1.280","1.235","1","1.232","31.65K","3.60%"
2020-07-09 00:00:00.000,"39.620","40.870","40.990","39.270","367.39K",-3.13%,"1.779","1.82","1.891","1.772","179.26K",-2.47%,"1.224","1.236","1","1.211","48.01K",-0.85%
2020-09-18 00:00:00.000,"41.110","40.970","41.490","40.300","73.76K","0.34%","2.048","1.999","2.074","1.926","146.58K","0.29%","1.159","1.161","1","1.143","34.80K",-0.07%
2020-09-21 00:00:00.000,"39.310","40.980","41.270","38.660","66.20K",-4.38%,"1.835","1.991","2.038","1.795","256.63K",-10.40%,"1.107","1.155","1","1.104","34.52K",-4.46%
2020-07-27 00:00:00.000,"41.600","41.260","41.820","40.480","377.71K","0.75%","1.734","1.796","1.8","1.714","37.48K",-4.09%,"1.254","1.256","1","1.232","13.74K",-0.18%
2020-09-02 00:00:00.000,"41.510","43.020","43.210","41.230","421.77K",-2.92%,"2.486","2.516","2.578","2.415","257.13K",-1.62%,"1.189","1.234","1","1.184","78.61K",-3.44%
2020-12-01 00:00:00.000,"44.550","45.080","45.700","44.120","314.92K",-1.74%,"2.88","2.934","2.972","2.833","137.67K",-0.07%,"1.347","1.369","1","1.339","64.00K",-0.63%
2020-12-07 00:00:00.000,"45.760","46.150","46.540","45.360","348.87K",-1.08%,"2.406","2.456","2.483","2.381","236.67K",-6.56%,"1.399","1.399","1","1.382","43.92K",-0.27%
2020-12-23 00:00:00.000,"48.120","46.790","48.500","46.160","344.31K","2.34%","2.608","2.768","2.793","2.566","98.71K",-6.19%,"1.498","1.454","2","1.444","22.61K","2.46%"
2019-01-04 00:00:00.000,"47.960","46.900","49.220","46.650","817.28K","1.85%","3.044","2.914","3.049","2.894","122.58K","3.36%","1.769","1.730","2","1.724","61.14K","1.56%"
2020-03-05 00:00:00.000,"45.900","47.130","47.570","45.650","704.59K",-1.88%,"1.772","1.829","1.847","1.756","152.64K",-3.01%,"1.489","1.540","2","1.482","73.23K",-2.92%
2021-01-04 00:00:00.000,"47.620","48.400","49.830","47.180","528.53K",-1.85%,"2.581","2.626","2.67","2.566","128.38K","1.65%","1.462","1.483","2","1.452","72.56K",-0.97%
2020-12-18 00:00:00.000,"49.100","48.430","49.280","48.100","83.71K","1.53%","2.7","2.658","2.72","2.648","121.68K","2.43%","1.513","1.494","2","1.487","60.12K","1.19%"
2020-02-27 00:00:00.000,"47.090","48.630","48.780","45.880","1.01M",-3.37%,"1.752","1.828","1.831","1.719","276.10K",-3.79%,"1.489","1.506","2","1.441","19.03K",-0.68%
2019-06-13 00:00:00.000,"52.280","51.070","53.450","50.920","945.02K","2.23%","2.325","2.381","2.384","2.32","180.14K",-2.56%,"1.807","1.777","2","1.773","56.26K","1.50%"
2019-06-06 00:00:00.000,"52.590","51.660","53.300","51.170","790.07K","1.76%","2.324","2.371","2.392","2.305","177.94K",-2.27%,"1.788","1.777","2","1.753","53.83K","0.47%"
2019-01-16 00:00:00.000,"52.310","52.000","52.520","51.260","694.18K","0.38%","3.384","3.456","3.696","3.338","192.00K",-3.34%,"1.895","1.868","2","1.859","60.86K","1.20%"
2019-08-08 00:00:00.000,"52.540","52.330","53.060","51.940","724.76K","2.84%","2.128","2.088","2.155","2.086","191.13K","2.16%","1.777","1.776","2","1.756","63.91K","1.33%"
2019-10-03 00:00:00.000,"52.450","52.470","52.910","50.990","642.47K",-0.36%,"2.329","2.254","2.349","2.207","275.74K","3.65%","1.876","1.870","2","1.824","74.43K","0.16%"
2019-10-08 00:00:00.000,"52.630","52.810","53.270","51.810","658.32K",-0.23%,"2.288","2.293","2.323","2.266","182.13K",-0.65%,"1.910","1.906","2","1.874","71.43K","0.36%"
2019-01-23 00:00:00.000,"52.620","52.950","53.640","51.860","702.87K","0.10%","2.98","3.058","3.167","2.957","132.84K",-1.97%,"1.889","1.903","2","1.868","30.76K",-0.66%
2019-10-21 00:00:00.000,"53.310","53.710","54.030","52.710","95.98K",-0.87%,"2.238","2.32","2.322","2.213","215.76K",-3.53%,"1.941","1.944","2","1.913","39.00K",-0.33%
2019-08-27 00:00:00.000,"54.930","53.760","55.720","53.690","596.62K","2.40%","2.202","2.231","2.233","2.175","63.22K",-1.26%,"1.816","1.797","2","1.795","32.09K","1.31%"
2019-01-31 00:00:00.000,"53.790","54.280","55.370","53.620","718.65K",-0.81%,"2.814","2.868","2.918","2.802","130.11K",-1.40%,"1.879","1.910","2","1.871","5.37K",-1.03%
2019-10-23 00:00:00.000,"55.970","54.300","56.070","53.620","620.20K","3.34%","2.282","2.274","2.305","2.251","146.42K","0.44%","1.964","1.946","2","1.920","38.80K","1.06%"
2019-07-25 00:00:00.000,"56.020","55.900","56.990","55.810","559.28K","0.25%","2.244","2.231","2.261","2.222","47.53K","1.08%","1.914","1.910","2","1.906","16.95K","0.29%"
2019-08-21 00:00:00.000,"55.680","56.050","57.130","55.550","704.04K",-1.17%,"2.17","2.214","2.238","2.157","193.53K",-2.16%,"1.857","1.854","2","1.850","25.37K","0.16%"
2019-09-27 00:00:00.000,"55.910","56.510","56.760","54.750","712.97K",-0.89%,"2.404","2.449","2.451","2.38","132.79K",-0.99%,"1.942","1.956","2","1.918","18.55K",-0.69%
2019-11-05 00:00:00.000,"57.230","56.560","57.500","56.300","435.32K","1.22%","2.862","2.822","2.905","2.817","218.50K","1.45%","1.957","1.946","2","1.938","54.20K","0.83%"
2019-08-30 00:00:00.000,"55.100","56.630","56.720","54.550","708.27K",-2.84%,"2.285","2.288","2.299","2.257","124.71K",-0.48%,"1.828","1.860","2","1.810","5.26K",-1.92%
2019-02-22 00:00:00.000,"57.260","56.840","57.810","56.710","513.44K","0.53%","2.717","2.701","2.726","2.675","35.12K","0.74%","2.031","2.032","2","2.026","20.58K",-0.26%
2018-11-20 00:00:00.000,"53.430","57.390","57.440","52.770","983.12K",-5.87%,"4.523","4.583","4.672","4.274","238.95K",-3.77%,"1.990","2.088","2","1.973","40.38K",-4.61%
2019-11-14 00:00:00.000,"56.770","57.390","57.790","56.630","516.83K",-0.61%,"2.647","2.674","2.696","2.625","223.57K","1.81%","1.918","1.918","2","1.913","52.52K","0.28%"
2019-11-25 00:00:00.000,"58.010","57.920","58.150","57.210","420.64K","0.42%","2.531","2.689","2.709","2.51","70.30K",-5.03%,"1.944","1.933","2","1.923","30.69K","0.77%"
2021-02-09 00:00:00.000,"58.360","58.110","58.620","57.270","514.70K","0.67%","2.835","2.883","2.927","2.788","196.93K",-1.63%,"1.757","1.750","2","1.734","51.48K","0.51%"
2020-04-27 00:00:00.000,"12.780","16.840","16.980","11.880","623.20K",-24.56%,"1.819","1.701","1.85","1.593","67.07K","4.18%","0.610","0.662","1","0.591","17.67K",-5.61%
2020-04-01 00:00:00.000,"20.310","20.100","21.550","19.900","703.29K",-0.83%,"1.587","1.643","1.679","1.58","143.67K",-3.23%,"0.932","0.990","1","0.930","74.97K",-7.88%
2020-03-19 00:00:00.000,"25.220","22.300","27.710","21.360","136.72K","23.81%","1.654","1.632","1.683","1.602","189.48K","3.12%","1.042","0.995","1","0.950","41.00K","9.17%"
2020-05-18 00:00:00.000,"31.820","29.530","33.320","29.530","89.38K","8.12%","1.783","1.725","1.851","1.702","224.94K","8.32%","1.006","0.921","1","0.920","39.47K","9.34%"
2020-06-16 00:00:00.000,"38.380","37.050","39.060","36.380","366.32K","3.39%","1.614","1.673","1.685","1.597","167.10K",-3.30%,"1.182","1.137","1","1.124","50.06K","3.98%"
2020-06-18 00:00:00.000,"38.840","37.740","38.970","37.110","113.38K","2.32%","1.638","1.638","1.661","1.611","124.79K","0.00%","1.199","1.183","1","1.167","30.66K","1.40%"
2020-11-05 00:00:00.000,"38.790","39.170","39.350","38.270","298.37K",-0.92%,"2.942","3.062","3.113","2.925","173.75K",-3.41%,"1.170","1.172","1","1.148","64.81K",-0.33%
2020-06-22 00:00:00.000,"40.460","39.180","40.700","39.120","29.89K","1.79%","1.664","1.671","1.712","1.643","121.43K",-0.30%,"1.219","1.200","1","1.197","23.60K","0.59%"
2020-09-08 00:00:00.000,"36.760","39.480","39.590","36.130","720.98K",-6.22%,"2.4","2.586","2.586","2.356","223.47K",-5.55%,"1.077","1.144","1","1.061","91.64K",-4.67%
2020-07-14 00:00:00.000,"40.290","39.600","40.570","39.070","426.97K","0.47%","1.746","1.729","1.771","1.708","138.35K","0.40%","1.221","1.215","1","1.203","57.65K",-0.22%
2020-07-06 00:00:00.000,"40.630","40.310","41.080","39.840","373.24K","0.87%","1.83","1.738","1.864","1.733","249.49K","4.81%","1.242","1.229","1","1.229","49.03K","1.19%"
2020-07-31 00:00:00.000,"40.270","40.340","40.550","39.660","318.79K","0.88%","1.799","1.835","1.862","1.781","112.25K",-1.64%,"1.217","1.224","1","1.209","1.81K","0.43%"
2020-07-15 00:00:00.000,"41.200","40.550","41.260","40.080","352.54K","2.26%","1.778","1.743","1.792","1.728","93.86K","1.83%","1.245","1.217","1","1.209","46.26K","1.97%"
2020-07-20 00:00:00.000,"40.810","40.640","40.910","39.830","60.18K","0.54%","1.641","1.7","1.707","1.605","165.62K",-4.48%,"1.236","1.220","1","1.202","35.67K","1.35%"
2020-11-18 00:00:00.000,"41.820","41.350","42.460","41.080","107.01K","0.94%","2.712","2.694","2.783","2.687","124.47K","0.74%","1.264","1.242","1","1.235","51.64K","2.01%"
2020-07-29 00:00:00.000,"41.270","41.130","41.570","40.930","295.86K","0.56%","1.854","1.796","1.893","1.769","4.06K","3.00%","1.253","1.240","1","1.240","9.79K","0.90%"
2020-11-12 00:00:00.000,"41.120","41.470","42.190","40.870","401.03K",-0.80%,"2.976","3.032","3.064","2.941","126.61K",-1.81%,"1.233","1.247","1","1.225","63.50K",-1.00%
2020-07-23 00:00:00.000,"41.070","41.950","42.360","40.830","389.41K",-1.98%,"1.785","1.694","1.805","1.677","122.59K","6.19%","1.254","1.272","1","1.251","17.47K",-1.31%
2020-08-11 00:00:00.000,"41.610","41.980","42.940","41.480","432.84K",-0.79%,"2.171","2.165","2.231","2.135","166.07K","0.84%","1.238","1.236","1","1.234","61.06K","0.12%"
2020-08-17 00:00:00.000,"42.890","42.240","42.970","41.800","208.43K","2.09%","2.339","2.392","2.396","2.302","143.94K",-0.72%,"1.239","1.245","1","1.227","47.65K","0.19%"
2020-12-03 00:00:00.000,"45.640","44.990","45.840","44.660","350.77K","0.80%","2.507","2.76","2.768","2.484","269.56K",-9.82%,"1.393","1.361","1","1.354","55.51K","1.98%"
2020-12-08 00:00:00.000,"45.600","45.660","45.930","45.140","332.64K",-0.35%,"2.399","2.431","2.48","2.368","177.63K",-0.29%,"1.407","1.398","1","1.386","49.49K","0.54%"
2020-12-14 00:00:00.000,"46.990","46.730","47.440","45.690","403.54K","0.90%","2.682","2.658","2.708","2.612","142.94K","3.51%","1.454","1.439","1","1.419","50.41K","1.22%"
2018-12-20 00:00:00.000,"45.880","47.390","47.510","45.670","794.13K",-2.80%,"3.583","3.732","3.938","3.572","151.31K",-3.84%,"1.750","1.794","2","1.748","42.34K",-3.09%
2020-12-16 00:00:00.000,"47.820","47.600","47.940","47.170","275.33K","0.42%","2.677","2.666","2.692","2.618","128.97K",-0.19%,"1.478","1.459","1","1.451","64.05K","0.92%"
2020-12-22 00:00:00.000,"47.020","47.930","47.960","46.600","295.74K",-1.51%,"2.78","2.703","2.806","2.69","112.74K","2.77%","1.462","1.477","1","1.446","16.51K",-1.07%
2020-12-30 00:00:00.000,"48.400","48.130","48.660","47.610","266.96K","0.83%","2.422","2.444","2.473","2.387","81.79K",-1.82%,"1.490","1.488","2","1.476","12.97K","0.20%"
2020-12-28 00:00:00.000,"47.620","48.230","48.960","47.500","238.46K",-1.26%,"2.305","2.311","2.343","2.238","49.28K",-8.46%,"1.479","1.490","2","1.474","15.29K",-0.74%
2019-01-09 00:00:00.000,"52.360","49.800","52.580","49.710","891.92K","5.18%","2.984","3.008","3.019","2.939","120.96K","0.57%","1.881","1.819","2","1.819","63.30K","2.94%"
2021-01-07 00:00:00.000,"50.830","50.530","51.280","50.390","369.29K","0.40%","2.729","2.722","2.755","2.663","135.48K","0.48%","1.538","1.526","2","1.523","57.12K","0.61%"
2020-02-06 00:00:00.000,"50.950","51.170","52.200","50.240","750.66K","0.39%","1.862","1.865","1.906","1.832","186.21K","0.05%","1.665","1.657","2","1.641","67.66K","1.22%"
2018-12-17 00:00:00.000,"49.880","51.250","51.870","49.010","211.26K",-2.58%,"3.528","3.62","3.742","3.516","142.41K",-7.81%,"1.827","1.845","2","1.805","50.64K",-1.01%
2018-11-30 00:00:00.000,"50.930","51.270","51.790","49.650","796.71K",-1.01%,"4.612","4.584","4.776","4.473","167.70K",-0.73%,"1.846","1.841","2","1.790","3.68K","0.10%"
2020-02-14 00:00:00.000,"52.050","51.510","52.340","51.320","607.34K","1.23%","1.837","1.828","1.854","1.795","188.95K","0.60%","1.698","1.679","2","1.671","66.30K","1.05%"
2020-02-13 00:00:00.000,"51.420","51.720","51.960","50.600","745.40K","0.49%","1.826","1.846","1.869","1.823","280.38K",-0.98%,"1.681","1.681","2","1.660","65.77K","0.29%"
2021-01-25 00:00:00.000,"52.770","52.170","52.950","51.820","349.08K","0.96%","2.602","2.542","2.619","2.504","42.99K","6.38%","1.594","1.574","2","1.566","28.05K","1.14%"
2019-01-18 00:00:00.000,"53.800","52.230","53.920","52.090","193.10K","3.32%","3.482","3.436","3.499","3.201","160.24K","2.02%","1.916","1.884","2","1.881","43.44K","1.68%"
2019-01-11 00:00:00.000,"51.590","52.280","53.310","51.180","812.34K",-1.90%,"3.099","2.995","3.166","2.991","135.46K","4.38%","1.880","1.900","2","1.873","61.41K",-1.39%
2019-01-17 00:00:00.000,"52.070","52.300","52.580","50.980","288.56K",-0.46%,"3.413","3.412","3.593","3.367","158.11K","0.86%","1.884","1.892","2","1.853","40.55K",-0.54%
2019-02-08 00:00:00.000,"52.720","52.590","52.990","52.080","621.00K","0.15%","2.583","2.573","2.62","2.558","147.88K","1.25%","1.909","1.900","2","1.882","64.87K","0.42%"
2018-12-05 00:00:00.000,"52.890","52.590","54.440","52.160","624.91K",-0.68%,"4.469","4.518","4.63","4.404","105.11K","0.27%","1.889","1.886","2","1.873","37.30K",-0.65%
2019-02-11 00:00:00.000,"52.410","52.660","52.780","51.230","750.24K",-0.59%,"2.642","2.65","2.744","2.638","202.42K","2.28%","1.892","1.910","2","1.886","63.23K",-0.85%
2019-10-17 00:00:00.000,"53.930","52.990","54.160","52.620","418.42K","1.07%","2.318","2.292","2.365","2.284","159.78K","0.65%","1.948","1.935","2","1.918","61.02K","0.28%"
2019-06-07 00:00:00.000,"53.990","53.100","54.320","52.620","828.13K","2.66%","2.337","2.334","2.355","2.306","154.55K","0.56%","1.825","1.801","2","1.792","59.97K","2.04%"
2019-01-30 00:00:00.000,"54.230","53.240","54.930","53.090","731.31K","1.73%","2.854","2.909","2.919","2.846","92.04K",-3.25%,"1.898","1.895","2","1.888","19.69K","0.05%"
2019-02-13 00:00:00.000,"53.900","53.350","54.600","53.270","706.55K","1.51%","2.575","2.665","2.669","2.558","185.48K",-4.20%,"1.939","1.914","2","1.913","63.54K","1.66%"
2019-10-22 00:00:00.000,"54.160","53.390","54.620","53.100","33.92K","1.59%","2.272","2.236","2.311","2.231","234.96K","1.52%","1.944","1.943","2","1.934","25.03K","0.16%"
2018-11-21 00:00:00.000,"54.630","53.390","55.860","53.390","734.28K","2.25%","4.451","4.536","4.864","4.42","197.74K",-1.59%,"1.970","1.987","2","1.965","36.54K",-1.00%
2021-01-15 00:00:00.000,"52.360","53.800","53.830","51.830","165.67K",-2.26%,"2.737","2.672","2.8","2.636","150.99K","2.66%","1.593","1.620","2","1.572","50.53K",-1.64%
2019-02-01 00:00:00.000,"55.260","54.010","55.660","53.370","689.57K","2.73%","2.734","2.832","2.85","2.73","124.50K",-2.84%,"1.913","1.885","2","1.862","59.30K","1.80%"
2019-06-10 00:00:00.000,"53.260","54.240","54.840","53.050","687.15K",-1.35%,"2.357","2.335","2.365","2.324","169.93K","0.86%","1.806","1.826","2","1.801","45.66K",-1.01%
2019-08-12 00:00:00.000,"54.930","54.320","55.180","53.540","611.03K","0.79%","2.105","2.124","2.157","2.095","167.91K",-0.66%,"1.806","1.796","2","1.793","48.59K",-0.12%
2021-02-03 00:00:00.000,"55.690","55.050","56.330","54.810","448.69K","1.70%","2.789","2.827","2.894","2.748","158.48K",-1.97%,"1.691","1.684","2","1.678","54.09K","0.95%"
2018-11-16 00:00:00.000,"56.460","56.580","57.960","55.890","159.00K","0.00%","4.272","3.907","4.39","3.907","270.72K","5.79%","2.074","2.077","2","2.059","51.63K",-0.02%
2019-11-13 00:00:00.000,"57.120","56.790","57.530","56.200","547.64K","0.56%","2.6","2.622","2.68","2.57","206.27K",-0.80%,"1.913","1.896","2","1.868","86.08K","0.79%"
2019-11-19 00:00:00.000,"55.210","56.900","57.110","55.040","121.21K",-3.23%,"2.51","2.547","2.56","2.501","205.95K",-2.18%,"1.857","1.899","2","1.853","51.13K",-2.48%
2019-03-01 00:00:00.000,"55.800","57.220","57.880","55.570","684.19K",-2.48%,"2.859","2.805","2.872","2.78","134.66K","1.67%","2.001","2.029","2","1.979","55.01K",-1.11%
2019-09-10 00:00:00.000,"57.400","58.030","58.760","57.200","755.47K",-0.78%,"2.58","2.606","2.648","2.571","259.97K",-0.19%,"1.931","1.932","2","1.926","60.51K","0.18%"
2019-05-24 00:00:00.000,"58.630","58.210","59.100","57.500","758.10K","1.24%","2.598","2.579","2.604","2.542","55.43K","0.78%","1.971","1.966","2","1.943","23.42K","0.45%"
